COUNTRY,COURSE TYPE,COURSE (SPECIALIZATION),FEES,FEES_NORMALIZED,FEE_CATEGORY,DESVIACION_FEE
USA,M.Sc,M.Sc in Biology,4863364.4,0.007620048450052816,Alta,1620031.7267272728
USA,M.Sc,M.Sc in Psychology ,2492172.63,0.003869758195764524,Alta,-751160.0432727276
USA,M.Sc,M.Sc in NeuroScience,3729272.75,0.0058263627109762465,Alta,485940.0767272725
USA,M.Sc,M.Sc in Environment,3729272.75,0.0058263627109762465,Alta,485940.0767272725
USA,M.Sc,M.Sc in Agriculture,2537353.25,0.003941216118743357,Alta,-705979.4232727275
USA,M.Sc,M.Sc in Forensic Science,1535142.4,0.0023561137954939033,Media,-1708190.2732727276
USA,M.Sc,M.Sc in Botany,1808722.25,0.002788809226629215,Media,-1434610.4232727275
USA,M.Sc,M.Sc in Energy & Environment,2396319.84,0.0037181568834070075,Alta,-847012.8332727277
USA,M.Sc,M.Sc in Zoology,2098277.56,0.003246771535249418,Media,-1145055.1132727275
USA,M.Sc,M.Sc in Mathematics,4397995.76,0.006884018788797962,Alta,1154663.0867272723
USA,M.Sc,M.Sc in Geology,3814641.65,0.005961382643880834,Alta,571308.9767272724
